beam_size,length_penalty,max_len,predicted_expr,bfgs_loss,r2_score,mse,mae,symbolic_match,inference_time,equation_idx,equation_name,true_expr,num_variables
20,0.5,30,x_1**2 + (7.55205595491993e-9*x_1 + x_2)**2,2.0403678611035855e-14,0.9999999999999926,2.0403678611035855e-14,7.19726074294158e-08,0.0,11.302399635314941,0,quadratic_2d,x_1**2 + x_2**2,2
1,0.8,75,(((x_1)**(2))+((x_2)**(2))),2.210898124462273e-14,0.9999999999999919,2.210898124462273e-14,7.435679094669467e-08,1.0,0.2501513957977295,0,quadratic_2d,x_1**2 + x_2**2,2
3,0.5,100,x_2**2 + (x_1 + 7.9259156436786e-9)**2,2.2098025720482944e-14,0.9999999999999919,2.2098025720482944e-14,7.395632906082028e-08,0.0,1.7811906337738037,0,quadratic_2d,x_1**2 + x_2**2,2
20,0.5,150,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,10.644083499908447,1,trigonometric,sin(x_1) * cos(x_2),2
10,0.8,50,sin(x_1)*cos(x_2 - 2.59425727930379e-8),1.6954666752451225e-15,0.9999999999999926,1.6954666752451225e-15,2.799555609556137e-08,0.0,4.650435447692871,1,trigonometric,sin(x_1) * cos(x_2),2
20,1.5,75,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,14.902089357376099,1,trigonometric,sin(x_1) * cos(x_2),2
15,0.5,75,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,7.684406757354736,1,trigonometric,sin(x_1) * cos(x_2),2
10,1.5,100,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,5.329687833786011,1,trigonometric,sin(x_1) * cos(x_2),2
5,0.5,200,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,1.289867639541626,1,trigonometric,sin(x_1) * cos(x_2),2
20,1.5,100,(cos(x_2) - 2.34433350509988e-9)*sin(x_1),1.7301546861384358e-15,0.9999999999999923,1.7301546861384358e-15,2.8531067286508005e-08,0.0,14.77048921585083,1,trigonometric,sin(x_1) * cos(x_2),2
8,0.5,50,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,3.668853998184204,1,trigonometric,sin(x_1) * cos(x_2),2
15,1.0,100,(cos(x_2) - 2.68709382522658e-9)*sin(x_1),1.7301546861384358e-15,0.9999999999999923,1.7301546861384358e-15,2.8531067286508005e-08,0.0,9.24479627609253,1,trigonometric,sin(x_1) * cos(x_2),2
10,0.8,200,(cos(x_2) - 1.14181075705488e-9)*sin(x_1),1.728905630178591e-15,0.9999999999999923,1.728905630178591e-15,2.8493813530872103e-08,0.0,4.960061550140381,1,trigonometric,sin(x_1) * cos(x_2),2
8,2.0,75,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,0.5313985347747803,1,trigonometric,sin(x_1) * cos(x_2),2
15,2.0,50,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,0.49198055267333984,1,trigonometric,sin(x_1) * cos(x_2),2
8,0.8,100,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,3.4967525005340576,1,trigonometric,sin(x_1) * cos(x_2),2
1,2.0,75,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,0.3073558807373047,1,trigonometric,sin(x_1) * cos(x_2),2
5,0.8,150,(cos(x_2) - 4.64405569555737e-9)*sin(x_1),1.7219320079238463e-15,0.9999999999999925,1.7219320079238463e-15,2.8326176959581062e-08,0.0,1.2707161903381348,1,trigonometric,sin(x_1) * cos(x_2),2
8,1.5,75,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,4.102950572967529,1,trigonometric,sin(x_1) * cos(x_2),2
15,1.2,200,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,8.90184235572815,1,trigonometric,sin(x_1) * cos(x_2),2
20,0.5,30,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,11.042580127716064,1,trigonometric,sin(x_1) * cos(x_2),2
1,0.8,75,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,0.2583489418029785,1,trigonometric,sin(x_1) * cos(x_2),2
3,0.5,100,((cos(x_2))*(sin(x_1))),1.7304387598131212e-15,0.9999999999999923,1.7304387598131212e-15,2.851709801632296e-08,1.0,0.455319881439209,1,trigonometric,sin(x_1) * cos(x_2),2
20,0.5,150,x_1 + 0.65003109229623*x_2 + tan(0.732596607607057*x_2) + 1.51019903832382,0.8753160834312439,0.9198446977022966,0.8753160834312439,0.6825183629989624,0.0,23.36128067970276,2,exp_cubic,exp(x_1) + x_2**3,2
10,0.8,50,x_1 + 0.650030571916089*x_2 + tan(0.732596616020957*x_2) + 1.51019925799859,0.8753160834312439,0.9198446927319935,0.8753160834312439,0.682518482208252,0.0,11.47948932647705,2,exp_cubic,exp(x_1) + x_2**3,2
20,1.5,75,x_1 + 0.650031151756167*x_2 + tan(0.732596597821258*x_2) + 1.51019893494653,0.8753160238265991,0.9198447044240579,0.8753160238265991,0.6825185418128967,0.0,24.87213683128357,2,exp_cubic,exp(x_1) + x_2**3,2
15,0.5,75,x_1 + 0.650031179594472*x_2 + tan(0.732596600310097*x_2) + 1.51019887979715,0.8753160238265991,0.919844705958505,0.8753160238265991,0.682518482208252,0.0,17.54012393951416,2,exp_cubic,exp(x_1) + x_2**3,2
10,1.5,100,x_1 + 2.40997326245939*x_2 + (x_1 + 0.353444573852329)**2,1.5367987155914307,0.8592707545014615,1.5367987155914307,1.0032955408096313,0.0,11.659531116485596,2,exp_cubic,exp(x_1) + x_2**3,2
5,0.5,200,x_1 + 2.40996971786706*x_2 + (x_1 + 0.353444769942114)**2,1.5367985963821411,0.8592707527140557,1.5367985963821411,1.0032951831817627,0.0,5.401657342910767,2,exp_cubic,exp(x_1) + x_2**3,2
20,1.5,100,x_1 + 0.650028868086986*x_2 + tan(0.732596672894266*x_2) + 1.51019870461174,0.8753160238265991,0.9198446990770852,0.8753160238265991,0.682518482208252,0.0,24.079740047454834,2,exp_cubic,exp(x_1) + x_2**3,2
8,0.5,50,x_1 + 0.65003092682677*x_2 + tan(0.732596605134742*x_2) + 1.51019897613154,0.8753159046173096,0.9198447128135067,0.8753159046173096,0.6825185418128967,0.0,9.05602741241455,2,exp_cubic,exp(x_1) + x_2**3,2
15,1.0,100,x_1 + 0.65003115640289*x_2 + tan(0.73259660309656*x_2) + 1.51019890105156,0.8753160238265991,0.9198447044240579,0.8753160238265991,0.6825185418128967,0.0,17.37900185585022,2,exp_cubic,exp(x_1) + x_2**3,2
10,0.8,200,x_1 + 0.650031095860131*x_2 + tan(0.73259659974685*x_2) + 1.51019892457416,0.8753160834312439,0.919844703615246,0.8753160834312439,0.6825185418128967,0.0,11.181783199310303,2,exp_cubic,exp(x_1) + x_2**3,2
8,2.0,75,x_1 + x_2**2 - x_2 + 1.21234947111358e-7*exp(9.03445792192651*x_1) - 0.0293130074155438,18.793888092041016,-0.7210122452152754,18.793888092041016,3.4040699005126953,0.0,10.11522388458252,2,exp_cubic,exp(x_1) + x_2**3,2
15,2.0,50,x_1 + x_2**2 - x_2 + 1.7001881499566e-7*exp(8.86989183578679*x_1) - 0.0220655608218535,18.796558380126953,-0.721256774562091,18.796558380126953,3.4011363983154297,0.0,17.904345750808716,2,exp_cubic,exp(x_1) + x_2**3,2
8,0.8,100,x_1 + 0.650031815677417*x_2 + tan(0.732596593276575*x_2) + 1.51019916682558,0.8753160238265991,0.9198447068786891,0.8753160238265991,0.682518482208252,0.0,9.029613256454468,2,exp_cubic,exp(x_1) + x_2**3,2
1,2.0,75,x_1 + 1.82749124904405*x_2 + tan(x_1 - 2.04856516237888) + 1.35568483073767,15.653888702392578,-0.4334731432430967,15.653888702392578,2.7798755168914795,0.0,1.4015076160430908,2,exp_cubic,exp(x_1) + x_2**3,2
5,0.8,150,x_1 + 2.40997337636998*x_2 + (x_1 + 0.353445321544567)**2,1.5367988348007202,0.8592707542488875,1.5367988348007202,1.0032954216003418,0.0,5.5985071659088135,2,exp_cubic,exp(x_1) + x_2**3,2
8,1.5,75,x_1 + x_2**2 - x_2 + 1.37259834187211e-7*exp(8.97493019849933*x_1) - 0.0356460217698865,18.79473114013672,-0.7210895587055492,18.79473114013672,3.4059336185455322,0.0,9.305994510650635,2,exp_cubic,exp(x_1) + x_2**3,2
15,1.2,200,x_1 + 0.650031417661458*x_2 + tan(0.73259659325987*x_2) + 1.51019942527735,0.8753160238265991,0.9198447061557242,0.8753160238265991,0.6825185418128967,0.0,17.274152517318726,2,exp_cubic,exp(x_1) + x_2**3,2
20,0.5,30,x_1 + 0.65003140997556*x_2 + tan(0.732596603434774*x_2) + 1.51019859904003,0.8753159046173096,0.9198447129591857,0.8753159046173096,0.682518482208252,0.0,21.890510082244873,2,exp_cubic,exp(x_1) + x_2**3,2
1,0.8,75,x_1 + 2.00547510981124*x_2 + tan(x_1 - 0.828614666024861) + 1.58343169114985,9.706111907958984,0.11118233459426807,9.706111907958984,1.953141212463379,0.0,1.390333890914917,2,exp_cubic,exp(x_1) + x_2**3,2
3,0.5,100,x_1 + 1.82749044036588*x_2 + tan(x_1 - 2.04856515793769) + 1.35568423688312,15.653887748718262,-0.43347307738595187,15.653887748718262,2.7798752784729004,0.0,3.5488531589508057,2,exp_cubic,exp(x_1) + x_2**3,2
20,0.5,150,2*x_1 + 2.99999998306458*x_2 + exp(-1.31647131503064e-8*x_1),2.675371046662739e-13,0.9999999999999972,2.675371046662739e-13,2.950429802694998e-07,0.0,19.66780138015747,3,linear,2*x_1 + 3*x_2 + 1,2
10,0.8,50,2.56987550814281e-8*x_1*x_2 + 2*x_1 + 3*x_2 + 1.00000002256004,2.47109001013171e-13,0.9999999999999974,2.47109001013171e-13,2.902746132349421e-07,0.0,9.260262966156006,3,linear,2*x_1 + 3*x_2 + 1,2
20,1.5,75,2.57091591678721e-8*x_1*x_2 + 2*x_1 + 3*x_2 + 0.999999972504817,2.47109001013171e-13,0.9999999999999974,2.47109001013171e-13,2.902746132349421e-07,0.0,20.988216161727905,3,linear,2*x_1 + 3*x_2 + 1,2
15,0.5,75,2.87795472973806e-8*x_1*x_2 + 2*x_1 + 3*x_2 + 0.999999959880633,2.494182703254022e-13,0.9999999999999974,2.494182703254022e-13,2.974271637867787e-07,0.0,14.563838958740234,3,linear,2*x_1 + 3*x_2 + 1,2
10,1.5,100,1.99999996355931*x_1 + 3.0000000144914*x_2 + 0.99999990199727,2.655831013009119e-13,0.9999999999999972,2.655831013009119e-13,3.0279159091151087e-07,0.0,9.338987112045288,3,linear,2*x_1 + 3*x_2 + 1,2
5,0.5,200,1.99999996309513*x_1 + 2.9999999982671*x_2 + 0.999999895944167,2.655831013009119e-13,0.9999999999999972,2.655831013009119e-13,3.0279159091151087e-07,0.0,4.0727269649505615,3,linear,2*x_1 + 3*x_2 + 1,2
20,1.5,100,2*x_1 + 3.00000001325435*x_2 + 0.999999908487243,2.655831013009119e-13,0.9999999999999972,2.655831013009119e-13,3.0279159091151087e-07,0.0,20.765042543411255,3,linear,2*x_1 + 3*x_2 + 1,2
8,0.5,50,2*x_1 + 3*x_2 + 0.999999974990758,2.675726393924771e-13,0.9999999999999972,2.675726393924771e-13,2.950429802694998e-07,0.0,7.473897457122803,3,linear,2*x_1 + 3*x_2 + 1,2
15,1.0,100,2*x_1 + 2.99999998387004*x_2 + 0.999999866275251,2.655831013009119e-13,0.9999999999999972,2.655831013009119e-13,3.0279159091151087e-07,0.0,14.61363172531128,3,linear,2*x_1 + 3*x_2 + 1,2
10,0.8,200,2*x_1 + 2.9999999625862*x_2 + exp(-4.0570192557373e-8*x_1),2.627409466209041e-13,0.9999999999999972,2.627409466209041e-13,2.9265879675222095e-07,0.0,9.207720279693604,3,linear,2*x_1 + 3*x_2 + 1,2
8,2.0,75,2*x_1 + 3.00000001103077*x_2 + 0.999999910008722,2.655831013009119e-13,0.9999999999999972,2.655831013009119e-13,3.0279159091151087e-07,0.0,7.548792839050293,3,linear,2*x_1 + 3*x_2 + 1,2
15,2.0,50,2*x_1 + 3*x_2 + 0.99999997674483,2.675726393924771e-13,0.9999999999999972,2.675726393924771e-13,2.950429802694998e-07,0.0,17.737622499465942,3,linear,2*x_1 + 3*x_2 + 1,2
8,0.8,100,2*x_1 + 3*x_2 + 0.999999896345162,2.655831013009119e-13,0.9999999999999972,2.655831013009119e-13,3.0279159091151087e-07,0.0,7.32394003868103,3,linear,2*x_1 + 3*x_2 + 1,2
1,2.0,75,2*x_1 + 3.00000000166201*x_2 + 1.00000001152494,2.675726393924771e-13,0.9999999999999972,2.675726393924771e-13,2.950429802694998e-07,0.0,0.9420695304870605,3,linear,2*x_1 + 3*x_2 + 1,2
5,0.8,150,2*x_1 + 2.99999999010886*x_2 + 0.999999896360933,2.655831013009119e-13,0.9999999999999972,2.655831013009119e-13,3.0279159091151087e-07,0.0,3.8295352458953857,3,linear,2*x_1 + 3*x_2 + 1,2
8,1.5,75,2*x_1 + 2.99999999611777*x_2 + 1.00000003676494,2.675726393924771e-13,0.9999999999999972,2.675726393924771e-13,2.950429802694998e-07,0.0,7.736578464508057,3,linear,2*x_1 + 3*x_2 + 1,2
15,1.2,200,1.99999995803219*x_1 + 2.99999999453967*x_2 + 0.999999899446473,2.655831013009119e-13,0.9999999999999972,2.655831013009119e-13,3.0279159091151087e-07,0.0,14.151964902877808,3,linear,2*x_1 + 3*x_2 + 1,2
20,0.5,30,2*x_1 + 2.99999988276737*x_2 + 0.999999870630047,2.655831013009119e-13,0.9999999999999972,2.655831013009119e-13,3.0279159091151087e-07,0.0,19.488399744033813,3,linear,2*x_1 + 3*x_2 + 1,2
1,0.8,75,2*x_1 + 3.00000000265284*x_2 + 1.00000001181379,2.675726393924771e-13,0.9999999999999972,2.675726393924771e-13,2.950429802694998e-07,0.0,1.0704331398010254,3,linear,2*x_1 + 3*x_2 + 1,2
3,0.5,100,2*x_1 + 3.0000000183019*x_2 + 0.999999857418535,2.655831013009119e-13,0.9999999999999972,2.655831013009119e-13,3.0279159091151087e-07,0.0,1.917703628540039,3,linear,2*x_1 + 3*x_2 + 1,2
20,0.5,150,x_1/(x_2 + 1.00000001775717),1.6994744116350562e-15,0.9999999999999973,1.6994744116350562e-15,2.175802293891138e-08,0.0,15.177305459976196,4,rational,x_1 / (x_2 + 1),2
10,0.8,50,0.999999724916009*x_1/(0.999999304025048*x_2 + 1),1.4504768371635668e-14,0.9999999999999776,1.4504768371635668e-14,8.234754034219804e-08,0.0,7.9435529708862305,4,rational,x_1 / (x_2 + 1),2
20,1.5,75,1.00000004141348*x_1*x_2/(x_2**2 + x_2),1.793576172184983e-15,0.9999999999999972,1.793576172184983e-15,2.3632310330867767e-08,0.0,19.357622861862183,4,rational,x_1 / (x_2 + 1),2
15,0.5,75,x_1/(x_2 + 0.999999929800099),2.2878927417413313e-15,0.9999999999999964,2.2878927417413313e-15,2.4887267358053577e-08,0.0,11.681013107299805,4,rational,x_1 / (x_2 + 1),2
10,1.5,100,x_1/(0.999999800059874*x_2 + 1.00000041325155),1.9356462979225157e-14,0.99999999999997,1.9356462979225157e-14,7.540452884313709e-08,0.0,9.06095290184021,4,rational,x_1 / (x_2 + 1),2
5,0.5,200,x_1/(0.999999849269126*x_2 + 1),6.054206954015685e-15,0.9999999999999907,6.054206954015685e-15,6.011454445342679e-08,0.0,4.827027797698975,4,rational,x_1 / (x_2 + 1),2
20,1.5,100,1.00000001362655*x_1*x_2/(x_2**2 + x_2),1.793576172184983e-15,0.9999999999999972,1.793576172184983e-15,2.3632310330867767e-08,0.0,19.773128747940063,4,rational,x_1 / (x_2 + 1),2
8,0.5,50,x_1/(0.999999854372375*x_2 + 1),2.7668339692391193e-15,0.9999999999999957,2.7668339692391193e-15,3.388617031419017e-08,0.0,6.744476795196533,4,rational,x_1 / (x_2 + 1),2
15,1.0,100,x_1*x_2/(0.99999978170198*x_2**2 + x_2),8.385566885511266e-15,0.999999999999987,8.385566885511266e-15,7.141381530573199e-08,0.0,12.05138611793518,4,rational,x_1 / (x_2 + 1),2
10,0.8,200,x_1/(0.999999894130975*x_2 + 1),2.7668339692391193e-15,0.9999999999999957,2.7668339692391193e-15,3.388617031419017e-08,0.0,7.875077962875366,4,rational,x_1 / (x_2 + 1),2
8,2.0,75,x_1/(0.999999871583866*x_2 + 1),2.7668339692391193e-15,0.9999999999999957,2.7668339692391193e-15,3.388617031419017e-08,0.0,7.944314241409302,4,rational,x_1 / (x_2 + 1),2
15,2.0,50,1.00000001268619*x_1*x_2/(x_2**2 + x_2),1.793576172184983e-15,0.9999999999999972,1.793576172184983e-15,2.3632310330867767e-08,0.0,15.384663343429565,4,rational,x_1 / (x_2 + 1),2
8,0.8,100,x_1/(0.999999804713751*x_2 + 1.00000016779042),3.678326970812419e-15,0.9999999999999943,3.678326970812419e-15,3.805849857485555e-08,0.0,6.721585273742676,4,rational,x_1 / (x_2 + 1),2
1,2.0,75,0.608232308939104*x_1/sqrt(x_2**2 + 0.369946541637394),0.010213430970907211,0.984208382414751,0.010213430970907211,0.07326451689004898,0.0,1.0161783695220947,4,rational,x_1 / (x_2 + 1),2
5,0.8,150,1.00000002009479*x_1/(x_2 + 1.00000004689146),1.6994744116350562e-15,0.9999999999999973,1.6994744116350562e-15,2.175802293891138e-08,0.0,4.67920446395874,4,rational,x_1 / (x_2 + 1),2
8,1.5,75,x_1/(0.999999846482296*x_2 + 1),6.054206954015685e-15,0.9999999999999907,6.054206954015685e-15,6.011454445342679e-08,0.0,7.834971189498901,4,rational,x_1 / (x_2 + 1),2
15,1.2,200,1.00000000579652*x_1*x_2/(x_2**2 + x_2),1.793576172184983e-15,0.9999999999999972,1.793576172184983e-15,2.3632310330867767e-08,0.0,12.47864055633545,4,rational,x_1 / (x_2 + 1),2
20,0.5,30,((x_1)*(((1)+(Abs(x_2)))**(-1))),1.6994744116350562e-15,0.9999999999999973,1.6994744116350562e-15,2.175802293891138e-08,0.0,15.16483759880066,4,rational,x_1 / (x_2 + 1),2
1,0.8,75,0.608211662924898*x_1/sqrt(x_2**2 + 0.369921426917869),0.010213430970907211,0.9842083827769943,0.010213430970907211,0.07326755672693253,0.0,1.1486821174621582,4,rational,x_1 / (x_2 + 1),2
3,0.5,100,x_1/(0.999999679841809*x_2 + 1),1.2956514963832159e-14,0.99999999999998,1.2956514963832159e-14,9.611947149323896e-08,0.0,2.73162841796875,4,rational,x_1 / (x_2 + 1),2
20,0.5,150,Abs(x_1)**0.499999996993897,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,11.246747255325317,5,sqrt_abs,sqrt(abs(x_1)),1
10,0.8,50,Abs(x_1)**0.500000005580027,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,4.7153542041778564,5,sqrt_abs,sqrt(abs(x_1)),1
20,1.5,75,Abs(x_1)**0.500000007722503,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,18.610408782958984,5,sqrt_abs,sqrt(abs(x_1)),1
15,0.5,75,Abs(x_1)**0.500000009734426,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,7.813412427902222,5,sqrt_abs,sqrt(abs(x_1)),1
10,1.5,100,Abs(x_1)**0.500000012035261,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,7.663698434829712,5,sqrt_abs,sqrt(abs(x_1)),1
5,0.5,200,Abs(x_1)**0.499999994031806,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,2.096997022628784,5,sqrt_abs,sqrt(abs(x_1)),1
20,1.5,100,0.999999995019711*Abs(x_1)**0.500000011882674,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,18.274500131607056,5,sqrt_abs,sqrt(abs(x_1)),1
8,0.5,50,Abs(x_1)**0.500000003054367,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,3.4505295753479004,5,sqrt_abs,sqrt(abs(x_1)),1
15,1.0,100,Abs(x_1)**0.500000005051462,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,7.273153781890869,5,sqrt_abs,sqrt(abs(x_1)),1
10,0.8,200,Abs(x_1)**0.499999999125142,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,4.77789831161499,5,sqrt_abs,sqrt(abs(x_1)),1
8,2.0,75,Abs(x_1)**0.500000005196121,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,4.431972503662109,5,sqrt_abs,sqrt(abs(x_1)),1
15,2.0,50,Abs(x_1)/sqrt(0.217027211934533*x_1**2 + 1),0.012173069640994072,0.9496871470091208,0.012173069640994072,0.07852756232023239,0.0,6.603636026382446,5,sqrt_abs,sqrt(abs(x_1)),1
8,0.8,100,Abs(x_1)**0.49999999977524,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,3.5188944339752197,5,sqrt_abs,sqrt(abs(x_1)),1
1,2.0,75,(sqrt(Abs(x_1))),1.0302869372059921e-15,0.9999999999999958,1.0302869372059921e-15,8.940697071579962e-09,1.0,0.23938226699829102,5,sqrt_abs,sqrt(abs(x_1)),1
5,0.8,150,Abs(x_1)**0.499999994978477,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,2.0834600925445557,5,sqrt_abs,sqrt(abs(x_1)),1
8,1.5,75,Abs(x_1)**0.500000007940553,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,3.6540417671203613,5,sqrt_abs,sqrt(abs(x_1)),1
15,1.2,200,Abs(x_1)**0.500000007532618,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,12.585083484649658,5,sqrt_abs,sqrt(abs(x_1)),1
20,0.5,30,Abs(x_1)**0.500000002974152,7.460698492546991e-16,0.9999999999999969,7.460698492546991e-16,6.556510889765832e-09,0.0,11.223183393478394,5,sqrt_abs,sqrt(abs(x_1)),1
1,0.8,75,(sqrt(Abs(x_1))),1.0302869372059921e-15,0.9999999999999958,1.0302869372059921e-15,8.940697071579962e-09,1.0,0.23670649528503418,5,sqrt_abs,sqrt(abs(x_1)),1
